Code;Title
NCD_BMI_18C;Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)
NCD_BMI_25A;Prevalence of overweight among adults, BMI >= 25 (age-standardized estimate) (%)
NCD_BMI_25C;Prevalence of overweight among adults, BMI >= 25 (crude estimate) (%)
NCD_BMI_30A;Prevalence of obesity among adults, BMI >= 30 (age-standardized estimate) (%)
NCD_BMI_30C;Prevalence of obesity among adults, BMI >= 30 (crude estimate) (%)
NCD_BMI_MEAN;Mean BMI (kg/m&#xb2;) (age-standardized estimate)
NCD_BMI_MEANC;Mean BMI (kg/m&#xb2;) (crude estimate)
NCD_BMI_MINUS2A;Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (age-standardized estimate) (%)
NCD_BMI_MINUS2C;Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)
NCD_BMI_PLUS1A;Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (age-standardized estimate) (%)
NCD_BMI_PLUS1C;Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)
NCD_BMI_PLUS2A;Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (age-standardized estimate) (%)
NCD_BMI_PLUS2C;Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)
NCD_CCS_ACE;General availability of ACE inhibitors in the public health sector
NCD_CCS_ALC_MGMT_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders
NCD_CCS_ALC_SVY;Has conducted a recent, national adult risk factor survey covering harmful alcohol use
NCD_CCS_ALC_TARGET;Existence of a national target on alcohol
NCD_CCS_AlcPlan;Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol
NCD_CCS_alteplase;General availability of alteplase for acute stroke management in the public health system
NCD_CCS_ARB;General availability of Angiotensin II receptor blockers (ARBs) in the public health sector
NCD_CCS_Aspirin;General availability of aspirin (100 mg) in the public health sector
NCD_CCS_betablockers;General availability of beta blockers in the public health sector
NCD_CCS_bone_marrow;General availability of bone marrow transplantation in the public health system
NCD_CCS_BowelCancer;General availability of colon cancer screening at the primary health care level
NCD_CCS_BP_SVY;Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension
NCD_CCS_BP_TARGET;Existence of a national target on blood pressure / hypertension
NCD_CCS_BPmsmt;General availability of blood pressure measurement at the primary health care level
NCD_CCS_BreastCancer;General availability of breast cancer screening (by palpation or mammogram) at the primary health care level
NCD_CCS_breastcancerscreening;Existence of national screening program for breast cancer
NCD_CCS_Bronchodilators;General availability of bronchodilators in the public health sector
NCD_CCS_CANCER_DEPT;General availability of cancer centres or cancer departments at tertiary level in the public sector
NCD_CCS_CANCER_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of cancer
NCD_CCS_cancer_surgery;General availability of cancer surgery in the public sector
NCD_CCS_CancerPlan;Existence of operational policy/strategy/action plan for cancer
NCD_CCS_CancerRegNational;Existence of population-based cancer registry
NCD_CCS_CCBlkrs;General availability of CC blockers in the public health sector
NCD_CCS_CervCy;General availability of cervical cytology at the primary health care level
NCD_CCS_cervicalcancermethod;Most widely used screening method in national cervical cancer screening program
NCD_CCS_cervicalcancerpgmcvg;Coverage of national cervical cancer screening program (%)
NCD_CCS_cervicalcancerpgmtype;Type of national cervical cancer screening program
NCD_CCS_cervicalcancerscreening;Existence of national screening program for cervical cancer
NCD_CCS_chemo;General availability of chemotherapy in the public sector
NCD_CCS_CHOL_SVY;Has conducted a recent, national adult risk factor survey covering raised total cholesterol
NCD_CCS_CholMsmt;General availability of total cholesterol measurement at the primary health care level
NCD_CCS_ComboInhaler;General availability of combination budesonide formoterol inhaler in the public health sector
NCD_CCS_coronary;General availability of coronary bypass or stenting in the public health system
NCD_CCS_CRD_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of chronic respiratory diseases
NCD_CCS_CRDPlan;Existence of operational policy/strategy/action plan for chronic respiratory diseases
NCD_CCS_CVD_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases
NCD_CCS_CVDPlan;Existence of operational policy/strategy/action plan for cardiovascular diseases
NCD_CCS_DIAB_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of diabetes
NCD_CCS_diab_retin;General availability of diabetic retinopathy screening in the public health system
NCD_CCS_DIAB_SVY;Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes
NCD_CCS_DIAB_TARGET;Existence of a national target on diabetes
NCD_CCS_DiabetesReg;Existence of a diabetes registry
NCD_CCS_DiabetesTest;General availability of diabetes testing (by blood glucose measurement, OGTT, or HbA1c) at the primary health care level
NCD_CCS_DiabPlan;Existence of operational policy/strategy/action plan for diabetes
NCD_CCS_diabtest;General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level
NCD_CCS_dialysis;General availability of dialysis in the public health system
NCD_CCS_DIET_AWARE;Implementation of a nutrition public awareness program
NCD_CCS_DIET_SVY;Has conducted a recent, national adult risk factor survey covering unhealthy diet
NCD_CCS_dietpaaware;Implementation of diet and/or physical activity public awareness program
NCD_CCS_DietPlan;Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs
NCD_CCS_dilated_fundus;General availability of dilated fundus examination at the primary health care level
NCD_CCS_DRUG_THERAPY_TARGET;Existence of a national target on drug therapy and counselling
NCD_CCS_ESS_MEDS_TECH_TARGET;Existence of a national target on essential medicines and technologies
NCD_CCS_EyePlan;Existence of operational policy/strategy/action plan for eye health
NCD_CCS_FOOD_TAX;Existence of tax on foods high in fat, sugars or salt
NCD_CCS_foot_vibr;General availability of foot vibration perception by tuning fork at the primary health care level
NCD_CCS_HbA1c;General availability of diabetes testing (by HbA1c) at the primary health care level
NCD_CCS_HearingPlan;Existence of operational policy/strategy/action plan for hearing health
NCD_CCS_hpv;Existence of national HPV vaccination programme
NCD_CCS_Insulin;General availability of insulin in the public health sector
NCD_CCS_integNCDplan;Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors
NCD_CCS_LIS_AML_COMBO;General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector
NCD_CCS_LIS_HYDRO_COMBO;General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector
NCD_CCS_Metformin;General availability of metformin in the public health sector
NCD_CCS_Mkting;Existence of any policies on marketing of foods to children
NCD_CCS_MORT_TARGET;Existence of a national target on NCD mortality
NCD_CCS_MultisecComm;Existence of a national multisectoral commission, agency or mechanism for NCDs
NCD_CCS_NCDGuide;Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach
NCD_CCS_NCDIndicators;Existence of a set of national NCD indicators and has set time-bound national targets for these indicators
NCD_CCS_NCDUnit_Operational;Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs
NCD_CCS_Nicotine;General availability of nicotine replacement therapy in the public health sector
NCD_CCS_OBES_MGMT_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity
NCD_CCS_OBES_TARGET;Existence of a national target on obesity
NCD_CCS_oralhealthplan;Existence of operational policy/strategy/action plan for oral health
NCD_CCS_OralMorph;General availability of oral morphine in the public health sector
NCD_CCS_OVWT_SVY;Has conducted a recent, national adult risk factor survey covering overweight and obesity
NCD_CCS_OvwtPlan;Existence of operational policy/strategy/action plan to reduce overweight/obesity
NCD_CCS_PA_GUIDELINES;Existence of national guidelines for physical activity
NCD_CCS_PA_GUIDELINES_5to19;Existence of national guidelines for physical activity for children and adolescents aged 5-19
NCD_CCS_PA_GUIDELINES_ADULTS;Existence of national guidelines for physical activity for adults
NCD_CCS_PA_GUIDELINES_OLDADULTS;Existence of national guidelines for physical activity for older adults
NCD_CCS_PA_GUIDELINES_UNDER5;Existence of national guidelines for physical activity for children under 5
NCD_CCS_PA_MASS_PART;Implementation of a recent mass participation event
NCD_CCS_PA_MGMT_GUIDE;Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity
NCD_CCS_PA_POL_AGEING;Existence of policy promoting physical activity: active ageing
NCD_CCS_PA_POL_CHILDCARE;Existence of policy promoting physical activity: childcare settings
NCD_CCS_PA_POL_COMM_BASED;Existence of policy promoting physical activity: community-based and sports initiatives
NCD_CCS_PA_POL_PUBLIC;Existence of policy promoting physical activity: public open spaces
NCD_CCS_PA_POL_WALKBIKE;Existence of policy promoting physical activity: walking and cycling
NCD_CCS_PA_POL_WORK;Existence of policy promoting physical activity: workplace initiatives
NCD_CCS_PA_SVY;Has conducted a recent, national adult risk factor survey covering physical inactivity
NCD_CCS_PA_TARGET;Existence of a national target on physical inactivity
NCD_CCS_PA_TAX;Existence of tax incentives to promote physical activity
NCD_CCS_paaware;Implementation of physical activity public awareness program
NCD_CCS_palliative_home;General availability of palliative care in community or home-based care in the public health system
NCD_CCS_palliative_prim;General availability of palliative care in primary health care in the public health system
NCD_CCS_PAPlan;Existence of operational policy/strategy/action plan to reduce physical inactivity
NCD_CCS_path_lab;General availability of pathology services (laboratories) in the public sector
NCD_CCS_PBCR;Existence of population-based cancer registry
NCD_CCS_PeakFlow;General availability of peak flow measurement at the primary health care level
NCD_CCS_photocoag;General availability of retinal photocoagulation in the public health system
NCD_CCS_PM3_Surv;Has a STEPS survey or a comprehensive health examination survey every 5 years
NCD_CCS_PRICE_SUBS;Existence of price subsidies for healthy foods
NCD_CCS_radio;General availability of radiotherapy in the public sector
NCD_CCS_renaltrans;General availability of renal replacement by transplantation in the public health system
NCD_CCS_rheum;Provision for secondary prevention of rheumatic fever and rheumatic heart disease in more than 50% of public sector health facilities
NCD_CCS_rheumfollowup;Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease
NCD_CCS_rheumreg;Existence of a register of patients who had rheumatic fever and rheumatic heart disease
NCD_CCS_riskstrat;Availability of cardiovascular risk stratification in 50% or more primary health care facilities
NCD_CCS_SALT_SVY;Has conducted a recent, national adult risk factor survey covering salt/sodium intake
NCD_CCS_SALT_TARGET;Existence of a national target on salt
NCD_CCS_SaltPol;Existence of any policies to reduce population salt consumption
NCD_CCS_SatFat;Existence of national policies on saturated fatty acids
NCD_CCS_SatTransFat;Existence of national policies on saturated fatty acids / trans-fats
NCD_CCS_Spirom;General availability of spirometry at the primary health care level
NCD_CCS_SSBTAX;Existence of tax on sugar-sweetened beverages
NCD_CCS_Statins;General availability of statins in the public health sector
NCD_CCS_Steroid;General availability of steroid inhalers in the public health sector
NCD_CCS_stroke;Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities
NCD_CCS_sulphonylurea;General availability of sulphonylurea(s) in the public health sector
NCD_CCS_SurvMonRep9NCD;Existence of an NCD surveillance and monitoring system in place to enable reporting against the nine global NCD targets
NCD_CCS_targets;Existence of a set of time-bound national targets based on WHO guidance
NCD_CCS_TEL_AML_COMBO;General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector
NCD_CCS_TEL_HYDRO_COMBO;General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector
